id	arm	family	file	line	channel	severity	sink	class	WHAT	CONS	PREV	CAUSE	CONT	OVR	SC	text	note
F58-B372	B	star	src/starModule/zone_array.cpp	134	printf	(console)	(console)	ERR	P	N	N	-	-	-	-	"byteswap "	THE STAR CATALOGUE LOADER REPORTS EVERY FAULT TO A CONSOLE AND NONE TO A LOG. 23 fault records over printf/fprintf/std::cerr ('bad file', 'no star catalogue file', 'unsupported version, ', 'no memory, ', 'bad file type, ', 'initialization failed', mmap failure) against exactly 2 cLog calls in the whole file, both L_INFO progress lines. Several are sentence FRAGMENTS meant to concatenate on one console line, so they are not even self-contained records
F58-B373	B	star	src/starModule/zone_array.cpp	147	printf	(console)	(console)	ERR	P	N	N	-	-	-	-	"you must convert catalogue to native format before mmap loading\n"	THE STAR CATALOGUE LOADER REPORTS EVERY FAULT TO A CONSOLE AND NONE TO A LOG. 23 fault records over printf/fprintf/std::cerr ('bad file', 'no star catalogue file', 'unsupported version, ', 'no memory, ', 'bad file type, ', 'initialization failed', mmap failure) against exactly 2 cLog calls in the whole file, both L_INFO progress lines. Several are sentence FRAGMENTS meant to concatenate on one console line, so they are not even self-contained records
F58-B374	B	star	src/starModule/zone_array.cpp	154	printf	(console)	(console)	ERR	P	N	N	-	-	-	-	"no star catalogue file\n"	THE STAR CATALOGUE LOADER REPORTS EVERY FAULT TO A CONSOLE AND NONE TO A LOG. 23 fault records over printf/fprintf/std::cerr ('bad file', 'no star catalogue file', 'unsupported version, ', 'no memory, ', 'bad file type, ', 'initialization failed', mmap failure) against exactly 2 cLog calls in the whole file, both L_INFO progress lines. Several are sentence FRAGMENTS meant to concatenate on one console line, so they are not even self-contained records
F58-B375	B	star	src/starModule/zone_array.cpp	161	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	oss.str()	
F58-B376	B	star	src/starModule/zone_array.cpp	166	printf	(console)	(console)	ERR	P	N	N	-	-	-	-	"unsupported version, "	THE STAR CATALOGUE LOADER REPORTS EVERY FAULT TO A CONSOLE AND NONE TO A LOG. 23 fault records over printf/fprintf/std::cerr ('bad file', 'no star catalogue file', 'unsupported version, ', 'no memory, ', 'bad file type, ', 'initialization failed', mmap failure) against exactly 2 cLog calls in the whole file, both L_INFO progress lines. Several are sentence FRAGMENTS meant to concatenate on one console line, so they are not even self-contained records
F58-B377	B	star	src/starModule/zone_array.cpp	173	printf	(console)	(console)	ERR	P	N	N	-	-	-	-	"no memory, "	THE STAR CATALOGUE LOADER REPORTS EVERY FAULT TO A CONSOLE AND NONE TO A LOG. 23 fault records over printf/fprintf/std::cerr ('bad file', 'no star catalogue file', 'unsupported version, ', 'no memory, ', 'bad file type, ', 'initialization failed', mmap failure) against exactly 2 cLog calls in the whole file, both L_INFO progress lines. Several are sentence FRAGMENTS meant to concatenate on one console line, so they are not even self-contained records
F58-B378	B	star	src/starModule/zone_array.cpp	179	printf	(console)	(console)	ERR	P	N	N	-	-	-	-	"unsupported version, "	THE STAR CATALOGUE LOADER REPORTS EVERY FAULT TO A CONSOLE AND NONE TO A LOG. 23 fault records over printf/fprintf/std::cerr ('bad file', 'no star catalogue file', 'unsupported version, ', 'no memory, ', 'bad file type, ', 'initialization failed', mmap failure) against exactly 2 cLog calls in the whole file, both L_INFO progress lines. Several are sentence FRAGMENTS meant to concatenate on one console line, so they are not even self-contained records
F58-B379	B	star	src/starModule/zone_array.cpp	186	printf	(console)	(console)	ERR	P	N	N	-	-	-	-	"no memory, "	THE STAR CATALOGUE LOADER REPORTS EVERY FAULT TO A CONSOLE AND NONE TO A LOG. 23 fault records over printf/fprintf/std::cerr ('bad file', 'no star catalogue file', 'unsupported version, ', 'no memory, ', 'bad file type, ', 'initialization failed', mmap failure) against exactly 2 cLog calls in the whole file, both L_INFO progress lines. Several are sentence FRAGMENTS meant to concatenate on one console line, so they are not even self-contained records
F58-B380	B	star	src/starModule/zone_array.cpp	192	printf	(console)	(console)	ERR	P	N	N	-	-	-	-	"unsupported version, "	THE STAR CATALOGUE LOADER REPORTS EVERY FAULT TO A CONSOLE AND NONE TO A LOG. 23 fault records over printf/fprintf/std::cerr ('bad file', 'no star catalogue file', 'unsupported version, ', 'no memory, ', 'bad file type, ', 'initialization failed', mmap failure) against exactly 2 cLog calls in the whole file, both L_INFO progress lines. Several are sentence FRAGMENTS meant to concatenate on one console line, so they are not even self-contained records
F58-B381	B	star	src/starModule/zone_array.cpp	199	printf	(console)	(console)	ERR	P	N	N	-	-	-	-	"no memory, "	THE STAR CATALOGUE LOADER REPORTS EVERY FAULT TO A CONSOLE AND NONE TO A LOG. 23 fault records over printf/fprintf/std::cerr ('bad file', 'no star catalogue file', 'unsupported version, ', 'no memory, ', 'bad file type, ', 'initialization failed', mmap failure) against exactly 2 cLog calls in the whole file, both L_INFO progress lines. Several are sentence FRAGMENTS meant to concatenate on one console line, so they are not even self-contained records
F58-B382	B	star	src/starModule/zone_array.cpp	204	printf	(console)	(console)	ERR	P	N	N	-	-	-	-	"bad file type, "	THE STAR CATALOGUE LOADER REPORTS EVERY FAULT TO A CONSOLE AND NONE TO A LOG. 23 fault records over printf/fprintf/std::cerr ('bad file', 'no star catalogue file', 'unsupported version, ', 'no memory, ', 'bad file type, ', 'initialization failed', mmap failure) against exactly 2 cLog calls in the whole file, both L_INFO progress lines. Several are sentence FRAGMENTS meant to concatenate on one console line, so they are not even self-contained records
F58-B383	B	star	src/starModule/zone_array.cpp	210	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	oss.str()	
F58-B384	B	star	src/starModule/zone_array.cpp	212	printf	(console)	(console)	ERR	P	N	N	-	-	-	-	"initialization failed\n"	THE STAR CATALOGUE LOADER REPORTS EVERY FAULT TO A CONSOLE AND NONE TO A LOG. 23 fault records over printf/fprintf/std::cerr ('bad file', 'no star catalogue file', 'unsupported version, ', 'no memory, ', 'bad file type, ', 'initialization failed', mmap failure) against exactly 2 cLog calls in the whole file, both L_INFO progress lines. Several are sentence FRAGMENTS meant to concatenate on one console line, so they are not even self-contained records
F58-B385	B	star	src/starModule/zone_array.cpp	249	std::cerr	(console)	(console)	ERR	P	N	N	-	-	-	-	"ERROR: ZoneArray1::updateHipIndex: invalid HP number: " << hip << std::endl	THE STAR CATALOGUE LOADER REPORTS EVERY FAULT TO A CONSOLE AND NONE TO A LOG. 23 fault records over printf/fprintf/std::cerr ('bad file', 'no star catalogue file', 'unsupported version, ', 'no memory, ', 'bad file type, ', 'initialization failed', mmap failure) against exactly 2 cLog calls in the whole file, both L_INFO progress lines. Several are sentence FRAGMENTS meant to concatenate on one console line, so they are not even self-contained records
F58-B386	B	star	src/starModule/zone_array.cpp	442	std::cerr	(console)	(console)	ERR	P	N	N	-	-	-	-	"ERROR: SpecialZoneArray(" << level << ")::SpecialZoneArray: no memory (1)" << std::endl	THE STAR CATALOGUE LOADER REPORTS EVERY FAULT TO A CONSOLE AND NONE TO A LOG. 23 fault records over printf/fprintf/std::cerr ('bad file', 'no star catalogue file', 'unsupported version, ', 'no memory, ', 'bad file type, ', 'initialization failed', mmap failure) against exactly 2 cLog calls in the whole file, both L_INFO progress lines. Several are sentence FRAGMENTS meant to concatenate on one console line, so they are not even self-contained records
F58-B387	B	star	src/starModule/zone_array.cpp	448	std::cerr	(console)	(console)	ERR	P	N	N	-	-	-	-	"ERROR: SpecialZoneArray(" << level << ")::SpecialZoneArray: no memory (2)" << std::endl	THE STAR CATALOGUE LOADER REPORTS EVERY FAULT TO A CONSOLE AND NONE TO A LOG. 23 fault records over printf/fprintf/std::cerr ('bad file', 'no star catalogue file', 'unsupported version, ', 'no memory, ', 'bad file type, ', 'initialization failed', mmap failure) against exactly 2 cLog calls in the whole file, both L_INFO progress lines. Several are sentence FRAGMENTS meant to concatenate on one console line, so they are not even self-contained records
F58-B388	B	star	src/starModule/zone_array.cpp	487	std::cerr	(console)	(console)	ERR	P	N	N	-	-	-	-	"ERROR: SpecialZoneArray(" << level << ")::SpecialZoneArray: mmap(" << fileno(f) << ',' << start_in_file << ',' << (sizeof(Star)*nr_of_stars) << ") failed: " << strerror(errno) << std::endl	THE STAR CATALOGUE LOADER REPORTS EVERY FAULT TO A CONSOLE AND NONE TO A LOG. 23 fault records over printf/fprintf/std::cerr ('bad file', 'no star catalogue file', 'unsupported version, ', 'no memory, ', 'bad file type, ', 'initialization failed', mmap failure) against exactly 2 cLog calls in the whole file, both L_INFO progress lines. Several are sentence FRAGMENTS meant to concatenate on one console line, so they are not even self-contained records
F58-B389	B	star	src/starModule/zone_array.cpp	505	std::cerr	(console)	(console)	ERR	P	N	N	-	-	-	-	"ERROR: SpecialZoneArray(" << level << ")::SpecialZoneArray: _get_osfhandle(_fileno(f)) failed" << std::endl	THE STAR CATALOGUE LOADER REPORTS EVERY FAULT TO A CONSOLE AND NONE TO A LOG. 23 fault records over printf/fprintf/std::cerr ('bad file', 'no star catalogue file', 'unsupported version, ', 'no memory, ', 'bad file type, ', 'initialization failed', mmap failure) against exactly 2 cLog calls in the whole file, both L_INFO progress lines. Several are sentence FRAGMENTS meant to concatenate on one console line, so they are not even self-contained records
F58-B390	B	star	src/starModule/zone_array.cpp	510	std::cerr	(console)	(console)	ERR	P	N	N	-	-	-	-	"ERROR: SpecialZoneArray(" << level << ")::SpecialZoneArray: CreateFileMapping failed: " << GetLastError() << std::endl	THE STAR CATALOGUE LOADER REPORTS EVERY FAULT TO A CONSOLE AND NONE TO A LOG. 23 fault records over printf/fprintf/std::cerr ('bad file', 'no star catalogue file', 'unsupported version, ', 'no memory, ', 'bad file type, ', 'initialization failed', mmap failure) against exactly 2 cLog calls in the whole file, both L_INFO progress lines. Several are sentence FRAGMENTS meant to concatenate on one console line, so they are not even self-contained records
F58-B391	B	star	src/starModule/zone_array.cpp	518	std::cerr	(console)	(console)	ERR	P	N	N	-	-	-	-	"ERROR: SpecialZoneArray(" << level << ")::SpecialZoneArray: " "MapViewOfFile failed: " << GetLastError() << ", page_size: " << page_size << std::endl	THE STAR CATALOGUE LOADER REPORTS EVERY FAULT TO A CONSOLE AND NONE TO A LOG. 23 fault records over printf/fprintf/std::cerr ('bad file', 'no star catalogue file', 'unsupported version, ', 'no memory, ', 'bad file type, ', 'initialization failed', mmap failure) against exactly 2 cLog calls in the whole file, both L_INFO progress lines. Several are sentence FRAGMENTS meant to concatenate on one console line, so they are not even self-contained records
F58-B392	B	star	src/starModule/zone_array.cpp	541	std::cerr	(console)	(console)	ERR	P	N	N	-	-	-	-	"ERROR: SpecialZoneArray(" << level << ")::SpecialZoneArray: no memory (3)" << std::endl	THE STAR CATALOGUE LOADER REPORTS EVERY FAULT TO A CONSOLE AND NONE TO A LOG. 23 fault records over printf/fprintf/std::cerr ('bad file', 'no star catalogue file', 'unsupported version, ', 'no memory, ', 'bad file type, ', 'initialization failed', mmap failure) against exactly 2 cLog calls in the whole file, both L_INFO progress lines. Several are sentence FRAGMENTS meant to concatenate on one console line, so they are not even self-contained records
F58-B393	B	nebula	src/coreModule/nebula_mgr.cpp	49	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	ERR	P	N	N	-	-	-	-	"DSO: error while loading pictogram texture"	'DSO: error while loading pictogram texture' - no file, no reason
F58-B394	B	nebula	src/coreModule/nebula_mgr.cpp	138	clog	LOG_TYPE::L_WARNING	LOG_FILE::SCRIPT	ERR	Y	N	N	-	-	-	-	"DSO: Requested nebula to delete not found " + name	delete target not found
F58-B395	B	nebula	src/coreModule/nebula_mgr.cpp	369	clog	LOG_TYPE::L_WARNING	LOG_FILE::INTERNAL	ACT	-	-	-	Y	Y	N	-	"nebula: replacing user added nebula with name " + _englishName	'replacing user added nebula with name <n>' - the replacement is stated, how to avoid it is not
F58-B396	B	nebula	src/coreModule/nebula_mgr.cpp	373	clog	LOG_TYPE::L_WARNING	LOG_FILE::INTERNAL	ACT	-	-	-	Y	Y	N	-	"dso: hide nebula with name " + _englishName	'dso: hide nebula with name <n>'
F58-B397	B	nebula	src/coreModule/nebula_mgr.cpp	395	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	"Loading NGC data... "	
F58-B398	B	nebula	src/coreModule/nebula_mgr.cpp	399	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	ERR	Y	N	N	-	-	-	-	"NGC data file " + cat + " not found""Loading NGC data... "	GARBLED BY A LITERAL SPLICE: the source reads `"NGC data file " + cat + " not found""Loading NGC data... "` - two adjacent string literals concatenate at compile time, so the emitted line is 'NGC data file <cat> not foundLoading NGC data... ' and ends by announcing the load it is refusing
F58-B399	B	nebula	src/coreModule/nebula_mgr.cpp	423	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	ERR	P	P	N	-	-	-	-	"Nebula: "+ std::to_string(i) + " items loaded, " + std::to_string(data_drop) + " dropped"	'Nebula: <i> items loaded, <d> dropped' at L_INFO is THE ONLY REPORT THAT CATALOGUE RECORDS WERE DROPPED. The drops happen silently at :412 and :419 (data_drop++ with no record); the aggregate names no dropped line, no line number and no reason, so a corrupted catalogue is reported as a number in a progress line
F58-B400	B	skyculture	src/coreModule/constellation_mgr.cpp	162	clog	LOG_TYPE::L_WARNING	LOG_FILE::SCRIPT	ERR	Y	N	N	-	-	-	-	"No constellation Color with shortName "+_name	'No constellation Color/label/ArtIntensity with shortName <n>' - the valid short names are enumerable (the loaded culture's list) and are not offered
F58-B401	B	skyculture	src/coreModule/constellation_mgr.cpp	184	clog	LOG_TYPE::L_WARNING	LOG_FILE::SCRIPT	ERR	Y	N	N	-	-	-	-	"No constellation label with shortName "+_name	'No constellation Color/label/ArtIntensity with shortName <n>' - the valid short names are enumerable (the loaded culture's list) and are not offered
F58-B402	B	skyculture	src/coreModule/constellation_mgr.cpp	208	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	ERR	Y	N	N	-	-	-	-	"Constellation_Mgr::loadLinesAndArt can't open constellation data file "+ fileName	'can't open/not found <file>' - the file is named; no reason, no consequence (which culture is now empty?), no action
F58-B403	B	skyculture	src/coreModule/constellation_mgr.cpp	235	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	ERR	P	N	N	-	-	-	-	"ConstellationMgr::loadLinesAndArt on line " + std::to_string(line) + " of " + fileName	'loadLinesAndArt on line <n> of <file>' - says WHERE and never WHAT: the reader is given a coordinate and no fault
F58-B404	B	skyculture	src/coreModule/constellation_mgr.cpp	254	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	ERR	Y	N	N	-	-	-	-	"ConstellationMgr::loadLinesAndArt Can't open " + artfileName	'can't open/not found <file>' - the file is named; no reason, no consequence (which culture is now empty?), no action
F58-B405	B	skyculture	src/coreModule/constellation_mgr.cpp	279	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	ERR	Y	N	N	-	-	-	-	"ConstellationMgr::loadLinesAndArt Can't open " + artfileName	'can't open/not found <file>' - the file is named; no reason, no consequence (which culture is now empty?), no action
F58-B406	B	skyculture	src/coreModule/constellation_mgr.cpp	291	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	ERR	Y	N	N	-	-	-	-	"ConstellationMgr::loadLinesAndArt Error parsing constellation art record " + record	'Error parsing constellation art record <record>' - the record is quoted, the expected form is not
F58-B407	B	skyculture	src/coreModule/constellation_mgr.cpp	308	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	ERR	Y	N	N	-	-	-	-	"ConstellationMgr::loadLinesAndArt can't find constellation called : " + shortname	art references an unknown constellation
F58-B408	B	skyculture	src/coreModule/constellation_mgr.cpp	553	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	ERR	Y	N	N	-	-	-	-	"ConstellationMgr::loadNames :: Can't open file " + namesFile	'can't open/not found <file>' - the file is named; no reason, no consequence (which culture is now empty?), no action
F58-B409	B	skyculture	src/coreModule/constellation_mgr.cpp	644	clog	LOG_TYPE::L_WARNING	LOG_FILE::SCRIPT	ERR	Y	N	N	-	-	-	-	"No constellation ArtIntensity with shortName "+_name	'No constellation Color/label/ArtIntensity with shortName <n>' - the valid short names are enumerable (the loaded culture's list) and are not offered
F58-B410	B	skyculture	src/coreModule/constellation_mgr.cpp	904	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	ERR	Y	N	N	-	-	-	-	"Boundary file " + boundaryFile + " not found"	'can't open/not found <file>' - the file is named; no reason, no consequence (which culture is now empty?), no action
F58-B411	B	skyculture	src/coreModule/constellation_mgr.cpp	908	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	"Loading Constellation boundary data..."	
F58-B412	B	skyculture	src/coreModule/constellation_mgr.cpp	956	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	"(" + std::to_string(i) + " segments loaded)"	
F58-C413	C	illuminate	src/coreModule/illuminate_mgr.cpp	62	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	ERR	P	N	N	-	-	-	-	"Error loading texture illuminateTex"	'Error loading texture illuminateTex' - no path, no reason
F58-C414	C	illuminate	src/coreModule/illuminate_mgr.cpp	288	clog	LOG_TYPE::L_ERROR	LOG_FILE::SCRIPT	ERR	Y	N	N	-	-	-	-	"illuminate: error when loading user texture "+ fileName	'illuminate: error when loading user texture <file>'
F58-C415	C	logchannel	src/tools/log.cpp	95	std::cerr	(console)	(console)	ERR	Y	N	P	-	-	-	P	"(EE): Couldn't open file log!\n Please check file/directory permissions" << std::endl	'(EE): Couldn't open file log!\n Please check file/directory permissions' - the ONLY diagnostic in the tree that cannot use the log, correctly on the console. It does not name the path it tried, and the next statement is a bare `throw;` OUTSIDE any catch [ :96 ], which calls std::terminate: an unwritable log directory aborts the process
F58-C416	C	logchannel	src/tools/log.cpp	207	std::cerr	(console)	(console)	CHAN	-	-	-	-	-	-	-	ligne	writeConsole's two sinks
F58-C417	C	logchannel	src/tools/log.cpp	209	std::cout	(console)	(console)	CHAN	-	-	-	-	-	-	-	ligne	writeConsole's two sinks
F58-C418	C	logchannel	src/main.cpp	72	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	"Welcome to spacecrafter"	
F58-C419	C	logchannel	src/main.cpp	74	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	strMsg	
F58-C420	C	logchannel	src/main.cpp	81	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	strMsg	
F58-C421	C	logchannel	src/main.cpp	95	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	ERR	P	N	N	-	-	-	-	"call to uname() with an invalid pointer"	uname() failure
F58-C422	C	logchannel	src/main.cpp	98	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	ERR	P	N	N	-	-	-	-	"error calling uname()"	uname() failure
F58-C423	C	logchannel	src/main.cpp	107	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	strMsg	
F58-C424	C	logchannel	src/main.cpp	115	std::cout	(console)	(console)	INFO	-	-	-	-	-	-	-	APP_NAME << std::endl	--help / --version console output
F58-C425	C	logchannel	src/main.cpp	116	std::cout	(console)	(console)	INFO	-	-	-	-	-	-	-	_("Usage: %s [OPTION] ...\n -v, --version \tOutput version information and exit.\n -h, --help \tDisplay this help and exit.\n")	--help / --version console output
F58-C426	C	logchannel	src/main.cpp	124	std::cout	(console)	(console)	INFO	-	-	-	-	-	-	-	APP_NAME << std::endl	--help / --version console output
F58-C427	C	logchannel	src/main.cpp	133	std::cout	(console)	(console)	INFO	-	-	-	-	-	-	-	APP_NAME << std::endl	--help / --version console output
F58-C428	C	logchannel	src/main.cpp	134	std::cout	(console)	(console)	ERR	P	N	Y	-	-	-	P	argv[0] << " don't use command line argument(s)"<< std::endl	'<argv0> don't use command line argument(s)' [sic] + 'Try `<argv0> --help' for more information.' - the action is present and points at a real enumeration
F58-C429	C	logchannel	src/main.cpp	135	std::cout	(console)	(console)	ERR	P	N	Y	-	-	-	P	"Try `"<< argv[0] << " --help' for more information."<< std::endl	'<argv0> don't use command line argument(s)' [sic] + 'Try `<argv0> --help' for more information.' - the action is present and points at a real enumeration
F58-C430	C	logchannel	src/main.cpp	158	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	"Saved getpid is : "+ ch	
F58-C431	C	logchannel	src/main.cpp	171	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	"File file.lock successfully deleted"	
F58-C432	C	logchannel	src/main.cpp	173	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	ERR	P	N	N	-	-	-	-	"Error deleting file.lock"	'Error deleting file.lock' - no path, no errno, no consequence
F58-S001	S	silent	src/interfaceModule/app_command_interface.cpp	1154	(none)	(none)	(none)	SILENT	N	N	N	N	N	N	N	(nothing is emitted)	convertStrToFlagValues: `if (value==W_TOGGLE) TOGGLE; else if (Utility::isTrue(value)) ON; else OFF;` [ :1156-1160 ]. Utility::isTrue accepts exactly true|TRUE|on|ON|1 [utility.hpp:160-171], so EVERY other value - 'yes', 'enabled', 'Off', a typo, a number - becomes OFF. Nothing is emitted and executeCommandStatus reports SUCCESS. `flag atmosphere yes` turns the atmosphere OFF and records a success
F58-S002	S	silent	src/interfaceModule/app_command_eval.cpp	116	(none)	(none)	(none)	SILENT	N	N	N	N	N	N	N	(nothing is emitted)	evalDouble falls through to Utility::strToDouble [ :125 ], whose catch-all returns default_value = 0 [utility.cpp:399-406]; evalInt casts that [ :130-133 ]; Utility::strToInt leaves 0 on a failed extraction [utility.cpp:448-456]. A non-numeric argument therefore becomes 0 in silence, and `set` routes ~40 targets through it [app_command_interface.cpp:2155-2222]. `set moon_scale big` sets the Moon's scale to 0 and reports success
F58-S003	S	silent	src/navModule/anchor_manager.hpp	201	(none)	(none)	(none)	SILENT	N	N	N	N	N	N	N	(nothing is emitted)	SS-6's live half, measured in the field (§5.97c / §11.177(d)): `bool setRotationMultiplierCondition(float v) noexcept { if (v>1.0) rotationMultiplierCondition = v; return true; }` [ :201-206 ] - a value <= 1.0 is DROPPED and the function returns true anyway; the caller [ssystem_factory.hpp:964-966] discards even that bool. Reached from `set stall_radius_unit` [app_command_interface.cpp:2217] and from config.ini [navigation] stall_radius_unit [ssystem_factory.hpp:978]. The engine keeps 5.0 and says nothing. Outside the universe's file list by one hop and included because the ledger banks it
F58-S004	S	silent	src/coreModule/illuminate_mgr.cpp	176	(none)	(none)	(none)	DELIB	N	N	N	N	N	N	N	(nothing is emitted)	THE BANKED ILLUMINATE CLAMP (F53 acceptance): `if (angular_size<1.0) angular_size=defaultSize;` [ :176-177 ] - a silent acting default with none of the three elements. Classified DELIB and not a naive gap: §5.115 pre-classifies the bulk-script sites as known-deliberate and cost-forced, and this is exactly that path - §11.170(a2) measured ~100k individual illuminate commands in one authored show, so a per-call log line here is the log-volume defect itself. The fix this row belongs to is §5.115(2)'s O(1)-per-site dedup-with-counter, not a cLog call
F58-S005	S	silent	src/coreModule/illuminate_mgr.cpp	126	(none)	(none)	(none)	DELIB	N	N	N	N	N	N	N	(nothing is emitted)	IlluminateMgr::load's three silent early returns - `num>NR_OF_HIP` [ :127-128 ], `_size<=0` [ :129-133 ], `_size<=1` [ :135-139 ] - each refuses a script command with no record at all. Same bulk-volume argument as :176; the `_size<=1` return is the precondition §11.170(2) had to discover by measurement because nothing states it
F58-S006	S	silent	src/coreModule/sky_localizer.cpp	31	(none)	(none)	(none)	SILENT	N	N	N	-	-	-	N	(nothing is emitted)	THE SKY-CULTURE ENUMERATOR HAS NO DIAGNOSTIC AT ALL: zero cLog calls, zero console writes in the whole file. The directory walk [ :31-45 ] skips any entry that is not a directory and any directory whose info.ini is missing or unreadable, in silence; a culture that will not appear in the list produces no record of why. The one channel it ever had is the commented-out std::cerr at :14
F58-S007	S	silent	src/coreModule/nebula_mgr.cpp	412	(none)	(none)	(none)	SILENT	N	N	N	-	-	-	N	(nothing is emitted)	the NGC catalogue's per-record drops: `data_drop++` at :412 (extraction failed) and :419 (loadDeepskyObject refused) emit NOTHING - neither the record, nor the line number, nor the reason. Only the aggregate at :423 survives, at L_INFO
F58-S008	S	silent	src/appModule/app.cpp	762	(none)	(none)	(none)	SILENT	N	N	N	-	-	-	N	(nothing is emitted)	App::updateFromSharedData discards executeCommand's return on BOTH transports [ :762 mkfifo, :771 tcp ], and ScriptMgr::update discards it too [script_mgr.cpp:311, :330]. So a refused command stops nothing and tells nobody: the script runs on with the state the failed line was supposed to set, and the TCP client that sent it receives no answer. This is the CONSEQUENCES element that 157 arm-A records are missing, and it is the same sentence for all of them
